New Sentence, Luganda - Translation,Swahili - Translation,Sentiment code
I failed to get help from that town when my daughter collapsed.,Nalemereddwa okufuna obuyambi mu kibuga ekyo nga muwala wange azirise.,Nulishindwa kupata msaaada kutoka kwenye mji ule baada ya binti yangu kuanguka.,Neg
He got angry when water poured on his grey suit.,Yanyiiga ng'amazzi gayiise ku ssuuti ye eya ggule.,Alikasirika baada ya kumwagikiwa na maji kwenye suti zake za kijivu.,Neg
I feel uncomfortable whenever the children play those games.,Siwulira mirembe buli abaana bwe bazannya emizannyo egyo.,Huwa sijisikii amani kila watoto hao wachezapo michezo ile.,Neg
The band failed to get a day for rehearsal.,Bbandi yalemereddwa okufuna olunaku lw'okwegezesa.,Bendi ile ilishindwa kupata siku ya kufanya mazoezi.,Neg
There was a lot of chaos at the shopping center yesterday.,Ewagulwa ebintu waabaddeyo akavuyo kangi olunaku lw'eggulo.,Kulikuwa na machafuko sana maeneo yale ya ununuaji jana.,Neg
She falls sick whenever she goes out at night.,Alwala buli lw'agenda ebweru mu budde bw'ekiro.,Huwa anaugua kila anapotoka usiku.,Neg
I dislike playing with dogs.,Saagala kuzannya na mbwa.,Sipendi kucheza pamoja na mbwa.,Neg
The vet doctor failed to prescribe the right medicine for my sick cow.,Omusawo w'ebisolo yalemereddwa okuteesa eddala ettuufu ery'okuwa ente yange endwadde.,Daktari huyo wa mifugo alishindwa kuagiza dawa sahihi kwa ugonjwa wa ng'ombe wangu.,Neg
The policeman got furious when the thief escaped from the cell last night.,Omupoliisi yeecwacwanye ng'omubbi atolose okuva mu kaguli ekiro ekyayise.,Polisi wale walikasirika baada ya mwizi yule kutoroka kutoka mahabusu jana usiku.,Neg
The man she got married to has a bad criminal background.,Omusajja gwe yafumbirwa alina ebikolobero bye yakola mu biseera eby'emabega.,Mwanaume aliyemuoa ana historia mbaya ya uhalifu.,Neg
She lost a lot of blood due to nose bleeding.,Yavuddemu omusaayi mungi nnyo olw'omusaayi ogwavudde mu nnyindo.,Alipoteza damu nyingi kutokana na utokwaji na damu puani.,Neg
I feel bad whenever you spend time watching cartoons.,Mpulira bubi buli lw'omala obudde ng'olaba pingu.,Huwa ninajisikia vibaya wakati wowote upotezapo muda kutazama katuni.,Neg
He was confused when he accidentally forwarded my messages to his mother.,Yasoberwa bwe yaweereza obubaka obwange eri nnyina mu butanwa.,Alichanganyikiwa baada ya kumtumia ujumbe wangu kwa mama yaek kwa bahati mbaya.,Neg
She was suspended from the netball team because of fighting.,Yagobeddwa mu ttiimu y'omupiira gw'okubaka lwa kulwana.,Alisimamishwa kutoka kwenye timu ya mpira wa pete kwasababu ya kupigana.,Neg
They told me the sad news at the wrong time.,Yambuulira amawulire ag'ennaku mu kiseera ekikyamu.,Waliniambia habari ya huzuni kwenye wakati usio sahihi.,Neg
"Sadly, he had a rough childhood.","Eky'ennaku, obuto bwe bwali bwa kutoba.","Inasiktisha, alikuwa na utoto mbaya.",Neg
The company owner dislikes modern technology.,Nnannyini kampuni tayagala tekinologiya aliko.,Mmiliki wa kampuni ile hapendi teknolojia ya kisasa.,Neg
Two people died during the heavy rains.,Abantu babiri baafiiriddemu namutikwa w'enkuba.,Watu wwili walifariki wakati wa mvua kubwa.,Neg
It is too late for her to pass that test.,Kikeerezi nnyo gy'ali okuyita ekigezo ekyo.,Ameshachelewa kwa yeye kufaulu jaribio lile.,Neg
"Unfortunately, she learned those wicked manners from her friend.","Eky'omukisa omubi, empisa ezo embi yaziggya ku mukwano gwe.","Bahati mbaya, alijifunza tabia mbaya hizo kutoka kwa rafiki yake.",Neg
The food she cooked was hard and tasteless.,Emmere gye yafumbye yabadde ekaluba era nga teriimu kawooma.,Chakula hicho alichokipika kilikuwa kigumu na kibaya.,Neg
He refused to change his mind about the final decision.,Yagaanye okukyusa endowooza ye ku kusalawo okw'enkomeredde.,Alikata kubadilisha mawazo yake kuhusiana na uamuzi wake wa mwisho.,Neg
People disliked the song she sang because it was abusive.,Abantu tebaayagadde luyimba lwe yayimbye kubanga lwabadde luvuma.,Watu hawakuupenda wimbo ule aliouimba ulikuwa wenye matusi.,Neg
"Unfortunately, the young boy tore the new books I bought.","Eky'omukisa omubi, omulenzi yayuzizza ebitabo ebipya bye naguze.","Bahati mbaya, mvulana huyo alichana vitabu vipya nilivyonunua.",Neg
The headteacher was angry when they forgot to budget for the textbooks,Omukulu w'essomero yali munyiivu bwe bwerabira okubalirira ebitabo.,Mwalimu mkuu huyo alikasirika aliposahau kupanga bajeti ya vitabu.,Neg
Our mother quarreled when we ate too much meat.,Nnyaffe yayomba nga tulidde ennyama nnyingi.,Mama yetu aligomba tulipokula nyama kupita kiasi.,Neg
He nodded his head when his wife embarrassed him in front of his parents.,Yanyeenyezza omutwe nga mukyala we amuswalizza mu maaso ga bazadde be.,Alitikisa kichwa chake baada ya mkewe kumdhalilisha mbele ya wazazi wake.,Neg
She felt uncomfortable when she left her children in the neighborhood.,Yawulidde nga tateredde bwe yalese abaana be ku muliraano.,Alihisi wasiwasi alipowaacha watoto wake kwa jirani.,Neg
He refused to listen to everything they told him because he was frustrated.,Yagaanye okuwuliriza buli kintu kye baamugambye kubanga yabadde asobeddwa.,Alikataa kusikiliza kitu chochote walichomwambia kwasababu alikuwa amechanganyikiwa.,Neg
The robber attacked her from the back.,Omubbi yamulumbaganye ng'amuva mabega.,Wezi hao walimshambulia kwa nyuma.,Neg
She was sad because she failed to get a promotion at work this year.,Yabadde munakuwavu kubanga yalemereddwa okulinnyisibwa eddaala ku mulimu omwaka guno.,Alikuwa na huzuni kwasababu alipokuwa hajapandishwa cheo kazini mwaka huu.,Neg
We were confused when the musician made a quick exit.,Twasobeddwa ng'omuyimbi avuddewo mangu.,Tulikuwa tumechanganyikiwa baada ya msanii kuondoka kwa haraka.,Neg
I hate the way you look at me.,Saagala ngeri gy'ontunuulira.,Sipendi namna unavyonitazama.,Neg
My friend's mother is too boastful.,Maama wa mukwano gwange yeematira.,Rafiki wa mama yangu ni mwenye majivuno sana.,Neg
He is sad because the thieves shot his dog.,Munakuwavu kubanga ababbi baakubye embwa ye amasasi.,Ana huzuni kwasababu wezi hao walimpiga risasi mbwa wake.,Neg
The teacher got angry when the boy refused to tuck in his shirt.,Omusomesa yanyiize ng'omulenzi agaanye okukuba essaati ye ekikalu.,Mwalimu huyo alikasirika baada ya mvulana yule kukataa kuchomekea shati lake.,Neg
"One day, the two sisters had a terrible argument.","Olunaku lumu, abooluganda abawala ababiri baakaayana bubi nnyo.","Siku moja, wakina dada wawili walio ndugu walikuwa na mabishano ya hovyo.",Neg
He got furious when I put on the yellow blouse instead of the blue one.,Yeecwacwanye nga nnyambadde bulawuzi eya kyenvu mu kifo ky'okwambala eya bbululu.,Alikasirika nilipovaa blauzi ya njano badala ya buluu.,Neg
"Unfortunately, the people in our village are ignorant of the new farming methods.","Eky'omukisa omubi, abantu ku kyalo kyaffe ennima mpya tebagimanyi.","Bahati mbaya, watu wa kijijini kwetu hawana uelewa wa njia za kilimo za kisasa.",Neg
We had an awful experience on our way home.,Twayise mu kaseera akazibu nga tuddayo ewaka.,Tulikuwa na mapitio mabaya tulipokuwa njiani tukirejea nyumbani.,Neg
The children hate staying at the family beach house.,Abaana tebaagala kubeera mu nnyumba y'ewaka yazimbibwa okumpi ne bbiici.,Watoto hao hawapendi kukaa kwenye nyumba ya familia iliyo ufukweni.,Neg
I get strange and bad dreams whenever I listen to such stories.,Nfuna ebirooto bye sitegeera era ebitiisa buli lwe mpuliriza emboozi ng'ezo.,Huwa naota ndoto mbaya na maajabu nisikilizapo stori za namna hiyo.,Neg
My flight to America was uncomfortable.,Olugendo lwange olw'omu nnyonyi okugenda mu Amerika terwabadde lwa mirembe.,Safari yangu kwa ndege kwenda Marekani ilikuwa na mashaka.,Neg
We were miserable when he dropped out of the competition.,Twabadde banakuwavu bwe yavudde mu mpaka.,Tulihuzunishwa alipotolewa kwenye mashindano.,Neg
I dislike those shiny glittery shoes.,Saagala ngatto ezo ezimasamasa.,Sipendi viatu vinavyometameta.,Neg
She hates sleeping on that bed.,Tayagala kwebaka ku kitanda ekyo.,Hapendi kulala kwenye kitanda kile.,Neg
"Sadly, that man wants to imprison his brother.","Eky'ennaku, omusajja oyo ayagala kusiba muganda we.","Inasikitisha, bwana huyo anataka kumfunga kaka yake.",Neg
I got a headache because of the cruel way he talked to me.,Omutwe gwannumye olw'engeri embi gye yayogeddemu nange.,Niliumwa kichwa kwasababu aliongea na mimi kikatili.,Neg
He got angry when his manager refused to sign his resignation letter.,Yanyiize nga maneja we agaanye okuteeka omukono ku bbaluwa ye ey'okulekulira.,Alikasirika baada ya meneja wake kukataa kusaini barua yake ya kujiuzulu.,Neg
We got furious when she forgot to pack the baby's sweater.,Twecwacwanye nga twerabidde okupakira essweta y'omwana.,Tulikasirika aliposahau kubeba sweta la mtoto.,Neg
She is sad because her shoes got ruined in the mud.,Munakuwavu kubanga engatto ze ettaka lyazoonoonye.,Ana huzuni kwasababu viatu vyake viliharibika matopeni.,Neg
He is sad because the children in that school discriminated against him.,Munakuwavu kubanga abaana b'omu ssomero eryo baamusosola.,Ana huzuni kwasababu watoto wa shule ile wanambagua yeye.,Neg
His arrogance irritates me.,Amampaati ge gantama.,Kiburi chake kinanikera.,Neg
She is miserable because she missed the chance of joining that company.,Munakuwavu kubanga yasubwa omukisa ogwegatta ku kampuni eyo.,Ana huzuni kwasababu alikosa nafasi ya kujiunga na kampuni ile.,Neg
She failed to get some time with her family this weekend.,Yalemereddwa okufunawo obudde obubeera na famire ye ku nkomerero ya wiiki eno.,Hakuweza kupata muda wa kuwa na familia yake mwishoni mwa juma hili.,Neg
He wasted a lot of his youthful time on drug dealing,Obudde bwe obw'ekivubuka obusinga yabumala mu kutunda biragalalagala.,Alipoteza muda wake mwingi wa ujana kuihusisha na madawa ya kulevya.,Neg
"Sadly, his plans failed when his father chased him away from home.","Eky'ennaku, enteekateeka ze zaagwa butaka nga kitaawe amugobye ewaka.","Huzuni, mipango yake ilifeli baada ya baba yake kumfukuza nyumbani.",Neg
It is bad to travel to the village without informing us.,Kibi okugenda mu kyalo nga totugambye.,Sio vizuri kusafiri kwenda kijijini bila ya kutuarifu.,Neg
The soil in this area is infertile.,Ettaka ly'omu kitundu teririna bugimu.,Udongo wa eneo hili hauna rutuba.,Neg
She refused to open the birthday present sent to her.,Yagaanye okubikkula ekirabo ky'amazaalibwa ekyamuweerezeddwa.,Alikataa kufungua zawadi yake ya kumbukizi aliyotumiwa.,Neg
I hate that language because it is complicated.,Olulimi olwo sirwagala kubanga lubuzaabuza.,Siipendi lugha ile kwasababu ni ngumu.,Neg
The network at Ham shopping ground is slow.,Yintaneeti y'oku Ham shopping ground esooba.,Mtandao kwenye duka la Ham upo taratibu.,Neg
This is the best Airtel advert.,Kano ke kalango ka Airtel akasinga.,Hili ni tangazo bora la Airtel.,Pos
The Airtel internet connection in Naggalama Mukono has been poor since November last year.,Yintaneeti ya Airtel e Naggalama Mukono ebadde mbi okuva mu Gwekkuminoogumu gw'omaka oguwedde.,Mtandao wa Airtel huko Naggalama Mukono haupo vizuri tangu Novemba mwaka jana.,Neg
My Airtel sim card is permanently blocked.,Layini yange eya Airtel yasibibwa lubeerera.,Laini yangu ya Aairtel imefungiwa vya kudumu.,Neg
There is no Airtel network in one of the trading centers in the Butaleja district.,Mu kibuga ekimu mu disitulikiti y'e Butaleja temuliimu mayengo ga Airtel.,Hakuna  mtandao wa Airtel kwenye moja ya vituo vya biashara wilayani Butaleja.,Neg
I appreciate the changes in MTN internet services.,Nsiima enkyukakyuka ezikoleddwa mu mpeereza ya yintaneeti ya MTN.,Ninathamini mabadiliko kwenye huduma za mtandao za MTN.,Pos
MTN has the fastest internet in Uganda.,MTN erina yintaneeti esinga okudduka mu Uganda.,MTN una mtandao wenye kasi zaidi Uganda.,Pos
I thank MTN and Centenary Bank for their services.,Neebaza MTN ne Centenary Bank olw'empeereza zaabwe.,Ninaishukuru TN na benki Kongwe kwa huduma zao.,Pos
Airtel has nice phones at affordable prices.,Airtel erina essimu ennungi ku bbeeyi esoboka.,Airtel una simu nzuri kwa bei nafuu.,Pos
I am unable to send money using MTN mobile money.,Sisobola kuweereza nsimbi nga nkozesa MTN mobile money.,Siwezi kutuma pesa kwa kutumia huduma za kifedha kwa njia ya simu kwa MTN.,Neg
The deportation of MTN officials affected the company's services.,Okuzzaayo abakungu ba MTN mu mawanga gaabwe kwakosezza empeereza za kampuni.,Kufukuzwa kwa maofosa wa MTN kumeathiri huduma za kampuni hiyo.,Neg
MTN refused to address the fraud.,MTN yagaanye okukola ku bukumpanya.,MTN walikataa kuelezea utapeli.,Neg
"This advert is perfect, bravo Airtel.","Akalango kano katuukiridde, mwebale nnyo aba Airtel.","Tangazo hili ni zuri, hongera Airtel.",Pos
It is difficult for someone to get Airtel airtime in Agago district.,Kizibu omuntu okufuna airtime wa Airtel mu disitulikiti ya Agago.,Ni vigumu kwa mtu fulani kupata salio la Airtel wailayani Agago.,Neg
MTN's internet became too slow ever since they deported their Chief Executive Officer.,Yintaneeti ya MTN yatandika okusooba ennyo okuva lwe bazzaayo omukungu agikulira mu ggwanga lye.,Mtandoa wa MTN umekuwa hauna kasi kabisa tangua ulipomfukuza mkurugenzi mkuu wao.,Neg
Airtel network is so weak in this area.,Amayengo ga Airtel mabi nnyo mu kitundu kino.,Matndao wa Airtel haupo vizuri sana eneo hili.,Neg
Thank you for joining the MTN network.,Weebale nnyo kweyunga ku mukutu gwa MTN.,Asante kwa kujiunga na mtandao wa MTN.,Pos
Africell's internet was so frustrating.,Yintaneeti ya Africell yali enyiiza nnyo.,Mtandao wa Africell ulikuwa unachanganya sana.,Neg
"Today, MTN celebrates twenty years in business.","Olwaleero, MTN ekuza emyaka amakumi abiri egy'obuweereza.","Leo, MTN wanasherehekea miaka ishirini ya kibiashara.",Pos
MTN has failed to handle some of the issues faced by its customers.,MTN eremereddwa okukola ku zimu ku nsonga bakasitoma ze basi??aana.,MTN umeshindwa kutatua baadhi ya changamoto zinazowakabili wateja wao.,Neg
Airtel wireless internet speed is too slow in this area.,Embiro za yintaneeti ya Airtel ey'omu bbanga zisooba nnyo mu kitundu kino.,Kasi ya mtandao wa Airtel usio wa kutumia waya ipo taratibu sana kwenye eneo hili.,Neg
Thank you for being Airtel's good customer.,Weebale nnyo okubeera kasitoma wa Airtel omulungi.,Asante kwa kuwa mteja mzuri wa Airtel.,Pos
Airtel's internet is so good in some areas.,Yintaneeti ya Airtel nnungi mu bitundu ebimu.,Mtandao wa Airtel upo vizuri sana baadhi ya maeneo.,Pos
My Airtel internet has stopped working.,Yintaneeti yange eya Airtel erekedde awo okukola.,Mtandao wangu wa Airtel haufanyi kazi.,Neg
I thank Africell for offering cheaper data bundles to Ugandans.,Neebaza Africell olw'okuwa Bannayuganda bbando za data eza layisi.,Ninaushukuru Africell kwa kutoa vifurushi nafuu vya data nchini Uganda.,Pos
I have no money left on my Airtel mobile money account.,Ku akaawunti yange eya Airtel money sisigazizzaako nsimbi.,Sina pesa iliyobaki kwenye akaunti yangu ya huduma za kifedaha kwa Airtel.,Neg
MTN has been delivering wonderful service in Uganda over the years.,MTN ebadde n'empeereza ennungi mu Uganda okumala emyaka mingi.,MTN umekuwa ukitoa huduma nzuri zaidi nchini Uganda kwa miaka kadhaa.,Pos
MTN's internet connectivity in this area is worse.,Yintaneeti ya MTN mu kitundu kino mbi ddala.,Muunganiko wa mtandao wa Airtel kwenye eneo hili ni wa hovyo sana.,Neg
Airtel customers are annoyed at the rate at which their data bundles expire.,Bakasitoma ba Airtel banyiivu olw'embiro bbandi zaabwe eza data kwe ziggweerako.,Wateja wa Airtel wanakerwa kwa kiwango ambacho data zao zinavyokwisha muda wake.,Neg
"With MTN, you can buy yourself data and get free data to share with your loved ones.","Ng'okozesa MTN, osobola okwegulira data n'ofuna data ow'obwereere gw'osobola okugabana n'abaagalwa bo.","Kwa mtandao wa MTN, unaweza kununua data zako wewe mwenyewe na kupata data za bure za kutumia na mpenzi wako.",Pos
Refilling a glass is very tiresome.,Okuddamu okujjuza eggiraasi kukooya nnyo.,Kujaza tena bilauri kunachosha sana.,Neg
It is pleasant to meet all of your tweeps in person.,Kinyuma okusisinkana abagoberezi bo bonna mu buntu.,Inapendeza kukutana na na wafuasi wako kibinafsi.,Pos
"After hiring a consultant, my business started thriving.","Oluvannyuma lw'okufuna eyeebuuzibwako, bizineesi yange yatandika okutinta.","Baada ya kuajiri mshauri, biashara yangu ilianza kustawi.",Pos
The sound of splashing water has a calming effect on the nerves.,Eddoboozi ly'amazzi agasammuka gakkakkanya obusimu.,"Sauti ya maji yenye kumwagika, ina athari ya kimyakimya kwenye mishipa.",Pos
Her skin was damaged by cheap cosmetics,Ebyokwezigula ebya layisi byayonoona olususu lwe.,Ngozi yake iliharibiwa na vipodozi vya bei nafuu.,Neg
I am disgusted by the black fur on my white skirt.,Ebyoya ebiddugavu ebiri ku sikaati yange enjeru binneenyinyaza.,Nimechukizwa na nyoya jeusi kwenye sketi yangu nyeupe.,Neg
God has blessed my brother with a set of twins.,Mukama awadde muganda wange/mwannyinaze omukisa gw'abalongo.,Mungu amemjaalia kaka yangu kwa kumpatia mapacha.,Pos
I am thankful for my mother's teaching!,Ndi musiimu eri okubuulirira kwa maama!,Ninashukuru kwa mafundisho ya mama yangu!,Pos
His skin has been irritated by the sunburn.,Olususu lwe lumusiiwa olw'okwokyebwa akasana.,Ngozi yake imekuwa ikimuwasaha kwa kuchomwa na jua.,Neg
Mentoring me through some complicated things is very reassuring.,Okunnu??amya mu bintu ebimu ebizibu kumalawo nnyo okubuusabuusa.,Kunishauri kwenye baadhi ya mambo magumu kunanioa moyo sana.,Pos
Great day wishes from his wife made him blissful the whole day.,Obubaka obumwagaliza olunaku olulungi okuva ewa mukyala we bwamufudde omusanyufu olunaku lwonna.,Utakiwaji wa siku njema na mkewe kumemfanya awe na furaha siku nzima.,Pos
